Bloc,Jour,Theme,Italien,Francais,Esempio (IT),Exemple (FR)
"Bloc 3 - Materiel, radio 144, Ticino",60,"Sigles, helvétismes et synthèse",l'ACR,l'ACR (arrêt cardio-respiratoire),Intervento per ACR in luogo pubblico.,Intervention pour ACR sur la voie publique.
"Bloc 3 - Materiel, radio 144, Ticino",60,"Sigles, helvétismes et synthèse",la RCP,la RCP (réanimation cardio-pulmonaire),Iniziamo subito la RCP.,Nous débutons immédiatement la RCP.
"Bloc 3 - Materiel, radio 144, Ticino",60,"Sigles, helvétismes et synthèse",il BLS-DAE,le BLS-AED,I presenti hanno eseguito il BLS-DAE prima del nostro arrivo.,Les témoins ont effectué le BLS-AED avant notre arrivée.
"Bloc 3 - Materiel, radio 144, Ticino",60,"Sigles, helvétismes et synthèse",l'ALS,l'ALS (soins avancés),Il medico prosegue con misure ALS.,Le médecin poursuit avec des mesures ALS.
"Bloc 3 - Materiel, radio 144, Ticino",60,"Sigles, helvétismes et synthèse",il posteggio,la place de parc (helvétisme),Trova un posteggio vicino all'entrata.,Trouve une place de parc près de l'entrée.
"Bloc 3 - Materiel, radio 144, Ticino",60,"Sigles, helvétismes et synthèse",il formulario,le formulaire (helvétisme),Firmi il formulario di rifiuto.,Signez le formulaire de refus.
"Bloc 3 - Materiel, radio 144, Ticino",60,"Sigles, helvétismes et synthèse",l'annuncio d'evento,l'annonce d'événement,Compilo l'annuncio d'evento per la centrale.,Je remplis l'annonce d'événement pour la centrale.
"Bloc 3 - Materiel, radio 144, Ticino",60,"Sigles, helvétismes et synthèse",il comparto,"le secteur, la zone d'intervention",Il nostro comparto d'intervento è il Luganese.,Notre secteur d'intervention est le Luganese.
"Bloc 3 - Materiel, radio 144, Ticino",60,"Sigles, helvétismes et synthèse",la sede,"la base, le local",Rientriamo in sede dopo la disinfezione.,Nous rentrons à la base après la désinfection.
"Bloc 3 - Materiel, radio 144, Ticino",60,"Sigles, helvétismes et synthèse",il turno,"le service, la garde",Il turno di notte inizia alle diciannove.,Le service de nuit commence à dix-neuf heures.
"Bloc 3 - Materiel, radio 144, Ticino",60,"Sigles, helvétismes et synthèse",il debriefing,le débriefing,Facciamo un debriefing dopo l'intervento pesante.,Nous faisons un débriefing après l'intervention difficile.
